0.04718182,0.115536466,0.4514204,0.08534249,0.30051887
0.30180985,0.034469847,0.5426765,0.1122112,0.008832558
0.06736563,0.06425323,0.32943824,0.5350452,0.0038977535
0.048162326,0.01539056,0.10909169,0.8273181,3.7404687e-05
0.02740193,0.15290895,0.12210479,0.58031934,0.117265016
0.033365313,0.104632206,0.5989545,0.0044911196,0.2585569
0.007200401,0.0059692506,0.033087667,0.95373124,1.1429901e-05
0.017901687,0.030846944,0.5524288,0.26039776,0.13842493
0.092334285,0.017568886,0.4821722,0.40733516,0.0005895346
0.1089599,0.2670309,0.520185,0.0510947,0.052729517
0.0038835872,0.03800229,0.21981652,0.69005513,0.048242528
0.00018169201,0.0016848246,0.018141441,0.00046026488,0.97953176
0.43230122,0.01289905,0.5232571,0.013750335,0.0177923
0.008693678,0.037233517,0.11527407,0.83809936,0.00069936353
0.004100398,0.02603896,0.37280023,0.033212345,0.5638481
0.02486406,0.08471988,0.32676405,0.38574278,0.17790928
0.11241241,0.08353103,0.68351835,0.07878283,0.04175539
0.0034520228,0.019954318,0.25922745,0.03431192,0.68305427
0.34591168,0.0066672307,0.53540504,0.0951934,0.016822701
0.024558652,0.08703986,0.50863093,0.17021812,0.20955238
0.0012825545,0.014544188,0.11814685,0.008017488,0.8580089
0.007311484,0.021782523,0.06210048,0.90520275,0.0036026947
0.39534974,0.008808962,0.5572036,0.03565362,0.002984012
0.04520043,0.036989726,0.3306872,0.5866665,0.0004560809
0.0542561,0.21961264,0.6147148,0.07494364,0.036472887
0.005793069,0.030469596,0.41691914,0.029125495,0.51769274
0.34181336,0.002536848,0.6466335,0.00470286,0.0043133385
0.003949652,0.020329632,0.30588037,0.03763046,0.6322099
0.21513253,0.011727182,0.69649476,0.04450536,0.032140113
0.008280769,0.060003877,0.16630831,0.030391907,0.73501515
0.02007264,0.06101021,0.58105004,0.0758294,0.26203766
0.16163123,0.057319403,0.295031,0.48109633,0.004922105
0.008231338,0.062324286,0.13931854,0.5391905,0.2509353
0.097548835,0.18040797,0.5330007,0.18620303,0.0028393918
0.0087510245,0.0132863745,0.011236726,0.96672285,2.947771e-06
0.0003106545,0.002516117,0.0033557983,0.9925774,0.0012400249
0.003957269,0.020017695,0.269647,0.010010897,0.6963671
0.030594872,0.03902327,0.05361776,0.8765808,0.0001833353
0.060934246,0.13370553,0.5955499,0.13957332,0.07023705
0.0036389232,0.0015985592,0.0047915955,0.9899698,1.1037812e-06
0.01563637,0.06547596,0.21550016,0.52150816,0.18187934
0.012524551,0.08303303,0.31658712,0.060744293,0.527111
0.055972066,0.07258628,0.07109604,0.80002654,0.0003191161
0.00393454,0.022001972,0.28266594,0.0156549,0.6757427
0.025055317,0.26965696,0.5005688,0.16193496,0.042783957
0.4262213,0.003339963,0.5543912,0.005745617,0.01030186
0.077091,0.07041609,0.25693548,0.59524995,0.0003075566
0.09173577,0.028258154,0.3260319,0.55058944,0.003384783
0.06415594,0.031137032,0.45337746,0.4225755,0.028754048
0.017271822,0.11197089,0.22203304,0.6094819,0.039242405
0.002847344,0.005217252,0.0056414255,0.9862909,3.0251351e-06
0.08150361,0.11127423,0.4641909,0.3404159,0.0026154225
0.01893194,0.07538789,0.63020694,0.11120047,0.16427279
0.06154844,0.1948074,0.6519197,0.04400539,0.047718987
0.22503443,0.056780502,0.5633234,0.14707834,0.0077833757
0.06306136,0.028713344,0.32072595,0.5808611,0.0066382075
0.045773122,0.032228954,0.19894995,0.72242796,0.0006199514
0.035507552,0.052440073,0.52317184,0.061370976,0.32750952
0.053793326,0.115075335,0.6310375,0.099962816,0.10013101
0.05344094,0.15082012,0.7422714,0.03396157,0.019506086
0.07388486,0.07568661,0.36764887,0.47715622,0.005623459
0.012377158,0.034817386,0.07806232,0.86723465,0.007508576
0.16311617,0.015789062,0.7847609,0.026491042,0.009842825
0.06860393,0.016999934,0.3205409,0.58720374,0.0066514723
0.26331055,0.01918286,0.4023758,0.31164297,0.0034878724
0.033431105,0.16139737,0.40612713,0.38366336,0.015380969
0.06871824,0.08367078,0.7153495,0.12680216,0.0054593757
0.10668959,0.050030734,0.51504004,0.32430273,0.003936886
0.046587758,0.16247866,0.69942284,0.04071669,0.050794058
0.016032184,0.034746118,0.03191459,0.91510075,0.0022062887
0.022949414,0.061169084,0.34557948,0.05173417,0.51856786
9.048084e-05,0.0024716505,0.028567672,0.0015900137,0.9672802
0.48043025,0.02891167,0.43559316,0.029154006,0.025910884
0.090524524,0.027609171,0.7180164,0.028873648,0.13497621
0.027733497,0.0065964423,0.06193267,0.90333265,0.00040480192
0.028119108,0.10987215,0.29003403,0.51952434,0.052450374
0.090734355,0.124710195,0.5652597,0.17098966,0.048306037
0.907746,0.0005685754,0.07762609,0.01387018,0.0001890644
0.024685778,0.10700909,0.103193045,0.7547022,0.010409855
0.021395449,0.06241369,0.12784357,0.77878016,0.009567144
0.17299004,0.015305303,0.70114666,0.023690298,0.086867705
0.6076649,0.002478029,0.3770354,0.011105856,0.0017157702
0.37430096,0.020232525,0.56405175,0.037240535,0.004174262
0.083353624,0.03997349,0.24106233,0.6313452,0.004265304
0.08342573,0.03127306,0.421798,0.4632705,0.00023276059
0.0022354615,0.03330022,0.10989962,0.026513975,0.8280507
0.012346729,0.04516164,0.4590684,0.13988204,0.34354118
0.044043697,0.16397944,0.4913725,0.2966521,0.003952259
0.75733054,0.00053256453,0.23883572,0.0029075707,0.0003936538
0.25481743,0.0299115,0.57027364,0.14383167,0.0011657303
0.17538893,0.15513983,0.500006,0.15092593,0.018539274
0.043324757,0.0054559363,0.057618584,0.89310336,0.00049727224
0.00734375,0.019259622,0.016981145,0.9547796,0.0016358703
0.0065553067,0.03497603,0.32229203,0.0029052123,0.6332715
0.08019996,0.051549897,0.6093553,0.2224137,0.03648117
0.051013757,0.028984537,0.3232419,0.5802618,0.01649797
0.004980565,0.010843337,0.2142363,0.0042356853,0.76570415
0.06315125,0.046460517,0.10470222,0.7855389,0.00014720736
0.014606274,0.029091243,0.11460469,0.83669025,0.0050075343
0.027902743,0.13482597,0.62938976,0.14799634,0.059885256
0.060929596,0.045366872,0.55328995,0.33609316,0.0043204636
0.032346547,0.020023264,0.395478,0.0619395,0.4902127
0.05305753,0.05312853,0.29036728,0.597704,0.0057426114
0.08634669,0.06370637,0.4684898,0.376733,0.004724067
0.046952214,0.16545759,0.52208734,0.2579272,0.0075756563
0.017088493,0.1463633,0.4681109,0.35775298,0.010684297
0.004209829,0.051585242,0.11978201,0.0943095,0.73011345
0.027402073,0.09738698,0.5436107,0.3063273,0.025272941
0.53727347,0.0043839817,0.38255888,0.0732937,0.0024899782
0.044945057,0.15056147,0.64493555,0.039499987,0.120057866
0.05511262,0.06774742,0.3091964,0.5655405,0.0024030027
0.0029231352,0.018013818,0.20442313,0.014429641,0.7602103
0.1719012,0.18852365,0.519699,0.07052976,0.04934638
0.07308043,0.054467585,0.65389705,0.2079367,0.010618195
0.07382381,0.08887051,0.39373732,0.44200963,0.0015587439
0.06527517,0.042663112,0.39351124,0.43509942,0.06345114
0.50103885,0.0021720643,0.26885682,0.22749482,0.00043751337
0.15184793,0.12702133,0.46987674,0.25012252,0.001131462
0.09582255,0.16826284,0.4537686,0.27747786,0.0046680984
